,CiteScore,SNIP,SJR,H index,IF,ES,SJR Best Quartile,Scopus_Quartile,HJRS Category,Kmeanslabels,PCA2_labels,PCA3_labels,tSNE2_labels,IF_Quartile,cluster_labels
929,7.8,2.769,1.722,91,4.243,0.00248,Q1,PQ1,W,0,2,1,2,IF_Q2,1
1075,9.3,1.764,0.92,86,4.255,0.00785,Q2,PQ1,W,0,2,1,2,IF_Q2,1
719,6.7,1.625,1.008,41,4.261,0.00144,Q1,PQ1,W,2,0,1,2,IF_Q2,3
944,6.9,1.791,0.656,10,4.271,0.00191,Q2,PQ1,X,2,0,2,2,IF_Q2,3
252,7.2,1.681,1.495,124,4.279,0.01222,Q1,PQ1,W,0,2,1,2,IF_Q2,1
192,8.0,2.041,2.206,63,4.321,0.02401,Q1,PQ1,W,0,2,1,2,IF_Q2,1
709,7.2,1.889,1.279,64,4.345,0.00241,Q1,PQ1,W,0,2,1,2,IF_Q2,1
196,7.9,1.584,2.588,49,4.347,0.01112,Q1,PQ1,W,0,2,1,2,IF_Q2,1
668,9.0,2.228,1.437,77,4.373,0.00578,Q1,PQ1,W,0,2,1,2,IF_Q2,1
219,7.7,1.32,1.003,49,4.377,0.0051,Q2,PQ1,W,2,0,1,2,IF_Q2,3
261,6.9,1.46,1.413,109,4.391,0.00706,Q1,PQ1,W,0,2,1,2,IF_Q2,1
1054,1.9,0.827,0.316,27,4.397,0.0004,Q3,PQ3,X,2,0,2,1,IF_Q2,3
678,8.2,1.557,0.868,50,4.407,0.0016,Q2,PQ1,W,0,2,1,2,IF_Q2,1
685,8.1,2.4,1.503,78,4.418,0.00463,Q1,PQ1,W,0,2,1,2,IF_Q2,1
708,7.2,1.409,1.095,59,4.42,0.00257,Q1,PQ1,W,0,2,1,2,IF_Q2,1
789,4.2,1.647,0.643,31,4.426,0.00168,Q2,PQ2,W,2,0,2,1,IF_Q2,3
700,7.4,2.044,1.288,51,4.433,0.00185,Q1,PQ1,W,0,2,1,2,IF_Q2,1
222,7.6,1.715,1.066,100,4.452,0.00479,Q1,PQ1,W,0,2,1,2,IF_Q2,1
255,7.1,1.898,1.338,174,4.462,0.00681,Q1,PQ1,W,0,2,1,2,IF_Q2,1
960,6.2,1.866,1.203,74,4.497,0.00275,Q1,PQ1,W,0,2,1,2,IF_Q2,1
334,5.4,1.436,0.868,60,4.498,0.00338,Q2,PQ1,W,2,0,1,2,IF_Q2,3
102,11.8,1.801,1.376,67,4.508,0.00382,Q1,PQ1,W,0,2,1,2,IF_Q2,1
735,6.2,2.025,1.445,30,4.51,0.00158,Q1,PQ1,W,0,2,1,2,IF_Q2,1
332,5.6,2.561,1.784,156,4.521,0.00713,Q1,PQ1,W,0,2,1,0,IF_Q2,1
140,9.3,1.76,1.095,56,4.541,0.0024,Q1,PQ1,W,0,2,1,2,IF_Q2,1
146,9.2,1.633,1.289,92,4.542,0.00515,Q1,PQ1,W,0,2,1,2,IF_Q2,1
256,7.1,1.361,1.102,43,4.546,0.00211,Q1,PQ1,W,2,0,1,2,IF_Q2,3
741,6.1,0.901,0.681,54,4.581,0.00258,Q2,PQ1,W,2,0,2,1,IF_Q2,3
720,6.7,1.352,0.903,50,4.606,0.00295,Q2,PQ1,W,2,0,1,2,IF_Q2,3
711,7.1,1.933,2.069,260,4.645,0.04576,Q1,PQ1,W,0,2,3,0,IF_Q2,1
658,9.6,2.707,1.585,84,4.657,0.00177,Q1,PQ1,W,0,2,1,2,IF_Q2,1
682,8.1,1.066,1.39,25,4.671,0.00239,Q1,PQ1,W,2,0,1,2,IF_Q2,3
267,6.7,1.591,1.176,55,4.674,0.00098,Q1,PQ1,W,0,2,1,2,IF_Q2,1
804,4.0,1.387,0.836,15,4.687,0.00256,Q2,PQ2,W,2,0,2,1,IF_Q2,3
213,7.8,2.633,1.009,51,4.697,0.00191,Q1,PQ1,W,0,2,1,2,IF_Q2,1
871,2.0,1.233,1.093,13,4.708,0.00568,Q1,PQ3,W,2,0,2,1,IF_Q2,3
920,8.8,2.238,1.284,186,4.717,0.02144,Q1,PQ1,W,0,2,1,0,IF_Q2,1
670,8.9,1.701,1.295,144,4.729,0.0172,Q1,PQ1,W,0,2,1,2,IF_Q2,1
924,8.6,1.483,1.368,33,4.747,0.00258,Q1,PQ1,W,0,2,1,2,IF_Q2,1
165,8.7,2.246,1.398,27,4.754,0.00148,Q1,PQ1,W,0,2,1,2,IF_Q2,1
178,8.6,1.786,1.479,163,4.757,0.01284,Q1,PQ1,W,0,2,1,2,IF_Q2,1
246,7.2,1.698,1.618,57,4.758,0.00519,Q1,PQ1,W,0,2,1,2,IF_Q2,1
280,6.6,1.471,1.96,191,4.779,0.06475,Q1,PQ1,W,0,2,1,0,IF_Q2,1
175,8.6,1.442,1.359,88,4.802,0.01455,Q1,PQ1,W,0,2,1,2,IF_Q2,1
136,9.5,1.557,1.397,98,4.816,0.00489,Q1,PQ1,W,0,2,1,2,IF_Q2,1
90,12.5,2.29,2.013,25,4.851,0.00203,Q1,PQ1,W,0,2,1,2,IF_Q2,1
1073,10.5,2.109,2.682,275,4.875,0.03705,Q1,PQ1,W,0,1,3,0,IF_Q2,1
653,9.9,1.928,1.916,139,4.886,0.00612,Q1,PQ1,W,0,2,1,0,IF_Q2,1
673,8.6,1.515,1.348,56,4.89,0.0029,Q1,PQ1,W,0,2,1,2,IF_Q2,1
702,7.4,1.621,0.978,63,4.903,0.00475,Q2,PQ1,W,0,2,1,2,IF_Q2,1
123,10.2,1.783,1.35,25,4.908,0.00118,Q1,PQ1,W,0,2,1,2,IF_Q2,1
704,7.3,2.042,0.963,76,4.92,0.0049,Q2,PQ1,W,0,2,1,2,IF_Q2,1
908,11.5,1.742,1.131,89,4.92,0.00946,Q1,PQ1,W,0,2,1,2,IF_Q2,1
680,8.2,2.294,1.502,115,4.93,0.00946,Q1,PQ1,W,0,2,1,2,IF_Q1,1
228,7.6,1.873,1.317,45,4.96,0.00318,Q1,PQ1,W,0,2,1,2,IF_Q1,1
707,7.2,1.761,1.165,49,4.965,0.0049,Q1,PQ1,W,0,2,1,2,IF_Q1,1
190,8.2,1.139,1.713,22,4.98,0.00323,Q1,PQ1,W,0,2,1,2,IF_Q1,1
114,10.9,2.131,1.678,31,5.009,0.00312,Q1,PQ1,W,0,2,1,2,IF_Q1,1
208,7.8,1.729,1.211,72,5.019,0.00852,Q2,PQ1,W,0,2,1,2,IF_Q1,1
323,5.7,1.438,1.365,29,5.033,0.00434,Q1,PQ1,W,2,0,1,2,IF_Q1,3
209,7.8,1.536,1.301,109,5.047,0.00868,Q1,PQ1,W,0,2,1,2,IF_Q1,1
1078,6.9,1.855,1.211,84,5.076,0.00872,Q1,PQ1,W,0,2,1,2,IF_Q1,1
904,12.8,3.128,2.229,82,5.15,0.00173,Q1,PQ1,W,0,2,3,0,IF_Q1,1
927,8.2,1.753,1.144,121,5.152,0.00565,Q1,PQ1,W,0,2,1,2,IF_Q1,1
235,7.5,2.992,2.393,221,5.177,0.03166,Q1,PQ1,W,0,2,3,0,IF_Q1,1
703,7.3,2.346,1.694,109,5.218,0.01656,Q1,PQ1,W,0,2,1,2,IF_Q1,1
104,11.4,2.431,1.753,148,5.226,0.01712,Q1,PQ1,W,0,2,3,0,IF_Q1,1
118,10.3,2.308,1.434,73,5.261,0.00359,Q1,PQ1,W,0,2,1,2,IF_Q1,1
187,8.3,2.022,1.084,56,5.274,0.00092,Q1,PQ1,W,0,2,1,2,IF_Q1,1
718,6.8,1.846,0.993,45,5.293,0.00195,Q1,PQ1,W,0,2,1,2,IF_Q1,1
943,7.1,1.642,1.047,81,5.31,0.00243,Q1,PQ1,W,0,2,1,2,IF_Q1,1
277,6.6,1.295,1.858,19,5.31,0.00325,Q1,PQ1,W,0,2,1,2,IF_Q1,1
840,3.1,2.003,0.566,33,5.318,0.00039,Q2,PQ2,X,2,0,2,1,IF_Q1,3
186,8.4,3.251,1.555,44,5.339,0.00198,Q1,PQ1,W,0,2,1,2,IF_Q1,1
686,7.9,2.076,2.248,85,5.346,0.0037,Q1,PQ1,W,0,2,1,2,IF_Q1,1
905,12.7,3.417,3.623,65,5.387,0.00146,Q1,PQ1,W,0,2,3,0,IF_Q1,1
172,8.6,2.53,1.615,104,5.406,0.00367,Q1,PQ1,W,0,2,1,2,IF_Q1,1
250,7.2,2.348,1.64,153,5.414,0.00574,Q1,PQ1,W,0,2,1,0,IF_Q1,1
152,9.1,2.441,3.816,168,5.49,0.00729,Q1,PQ1,W,0,2,3,0,IF_Q1,1
142,9.3,1.803,1.592,139,5.493,0.01108,Q1,PQ1,W,0,2,1,2,IF_Q1,1
243,7.2,1.922,0.995,24,5.532,0.00173,Q1,PQ1,W,0,2,1,2,IF_Q1,1
716,6.9,1.463,1.205,34,5.576,0.00116,Q1,PQ1,W,2,2,1,2,IF_Q1,3
914,9.5,3.052,2.688,58,5.611,0.00132,Q1,PQ1,W,0,2,3,0,IF_Q1,1
134,10.0,1.991,1.365,82,5.622,0.00342,Q1,PQ1,W,0,2,1,2,IF_Q1,1
928,8.2,1.511,0.968,67,5.661,0.002,Q1,PQ1,W,0,2,1,2,IF_Q1,1
108,11.3,1.889,1.513,54,5.697,0.00383,Q1,PQ1,W,0,2,1,2,IF_Q1,1
121,10.3,1.85,1.66,157,5.779,0.06577,Q1,PQ1,W,0,2,1,0,IF_Q1,1
651,10.2,1.825,1.343,83,5.802,0.00389,Q1,PQ1,W,0,2,1,2,IF_Q1,1
938,7.2,1.845,1.283,53,5.836,0.00203,Q1,PQ1,W,0,2,1,2,IF_Q1,1
650,10.2,1.851,1.474,88,5.911,0.01492,Q1,PQ1,W,0,2,1,2,IF_Q1,1
675,8.4,2.63,1.839,54,5.964,0.00325,Q1,PQ1,W,0,2,1,2,IF_Q1,1
669,8.9,1.873,1.033,41,6.017,0.00176,Q1,PQ1,W,0,2,1,2,IF_Q1,1
88,12.6,2.059,2.426,143,6.075,0.01134,Q1,PQ1,W,0,2,3,0,IF_Q1,1
199,7.9,1.493,1.227,45,6.137,0.00087,Q1,PQ1,W,0,2,1,2,IF_Q1,1
742,6.0,1.394,1.538,53,6.155,0.00945,Q1,PQ1,W,0,2,1,2,IF_Q1,1
642,11.3,2.168,1.578,201,6.162,0.02048,Q1,PQ1,W,0,2,3,0,IF_Q1,1
694,7.7,1.339,1.223,169,6.162,0.02108,Q1,PQ1,W,0,2,1,2,IF_Q1,1
170,8.7,2.353,1.034,29,6.167,0.00167,Q1,PQ1,W,0,2,1,2,IF_Q1,1
714,6.9,1.401,1.176,195,6.208,0.24907,Q1,PQ1,W,3,3,1,0,IF_Q1,2
139,9.5,1.563,1.368,67,6.325,0.00239,Q1,PQ1,W,0,2,1,2,IF_Q1,1
69,14.1,2.581,1.813,33,6.348,0.00175,Q1,PQ1,W,0,2,1,0,IF_Q1,1
143,9.3,1.899,2.62,33,6.359,0.0049,Q1,PQ1,W,0,2,1,2,IF_Q1,1
912,10.5,2.815,2.354,274,6.363,0.04317,Q1,PQ1,W,1,1,3,0,IF_Q1,0
128,10.0,1.784,1.971,38,6.382,0.00789,Q1,PQ1,W,0,2,1,2,IF_Q1,1
633,12.9,2.761,2.342,100,6.385,0.00397,Q1,PQ1,W,0,2,3,0,IF_Q1,1
923,8.7,1.695,0.685,73,6.459,0.00093,Q2,PQ1,W,0,2,1,2,IF_Q1,1
911,10.9,2.427,1.239,40,6.519,0.00246,Q1,PQ1,W,0,2,1,2,IF_Q1,1
641,11.4,2.651,4.172,300,6.549,0.05356,Q1,PQ1,W,1,1,3,0,IF_Q1,0
906,11.7,2.722,1.777,40,6.558,0.00134,Q1,PQ1,W,0,2,1,2,IF_Q1,1
652,10.0,1.475,1.619,193,6.578,0.04127,Q1,PQ1,W,0,2,1,0,IF_Q1,1
649,10.3,2.039,2.179,205,6.588,0.03881,Q1,PQ1,W,0,2,3,0,IF_Q1,1
158,8.9,1.611,1.308,48,6.595,0.00264,Q1,PQ1,W,0,2,1,2,IF_Q1,1
677,8.2,1.945,1.309,102,6.698,0.0143,Q1,PQ1,W,0,2,1,0,IF_Q1,1
233,7.5,2.138,1.572,129,6.744,0.00319,Q1,PQ1,W,0,2,1,0,IF_Q1,1
638,11.8,2.38,1.595,133,6.757,0.02006,Q1,PQ1,W,0,2,3,0,IF_Q1,1
903,13.5,3.294,2.265,84,6.791,0.00484,Q1,PQ1,W,0,2,3,0,IF_Q1,1
627,14.2,3.597,3.458,168,6.835,0.01362,Q1,PQ1,W,1,1,3,0,IF_Q1,0
63,14.8,3.181,3.403,170,6.887,0.00957,Q1,PQ1,W,1,1,3,0,IF_Q1,0
80,13.4,2.272,3.4,415,6.931,0.1379,Q1,PQ1,W,3,3,0,0,IF_Q1,2
909,11.3,2.661,1.973,161,6.969,0.0075,Q1,PQ1,W,0,2,3,0,IF_Q1,1
1074,9.6,4.018,2.852,155,6.992,0.03326,Q1,PQ1,W,1,1,3,0,IF_Q1,0
117,10.4,2.24,1.497,93,7.011,0.00494,Q1,PQ1,W,0,2,1,0,IF_Q1,1
643,10.9,2.274,1.799,137,7.021,0.01413,Q1,PQ1,W,0,2,3,0,IF_Q1,1
656,9.7,2.079,1.329,115,7.027,0.0156,Q1,PQ1,W,0,2,1,0,IF_Q1,1
82,13.3,2.69,1.929,85,7.136,0.00689,Q1,PQ1,W,0,2,3,0,IF_Q1,1
62,14.9,3.244,3.299,140,7.231,0.01916,Q1,PQ1,W,1,1,3,0,IF_Q1,0
689,7.8,1.429,2.144,54,7.324,0.01863,Q1,PQ1,W,0,2,1,2,IF_Q1,1
663,9.2,4.814,1.209,36,7.4,0.00053,Q1,PQ1,W,0,2,3,0,IF_Q1,1
68,14.2,2.676,7.148,221,7.403,0.03064,Q1,PQ1,W,1,1,0,0,IF_Q1,0
150,9.1,2.033,1.485,82,7.422,0.00342,Q1,PQ1,W,0,2,1,0,IF_Q1,1
52,15.7,2.512,2.193,115,7.574,0.01178,Q1,PQ1,W,0,2,3,0,IF_Q1,1
629,13.9,3.54,4.365,153,7.582,0.00484,Q1,PQ1,W,1,1,3,0,IF_Q1,0
639,11.8,4.303,2.102,38,7.611,0.00332,Q1,PQ1,W,0,2,3,0,IF_Q1,1
49,16.0,3.495,2.823,94,7.767,0.00313,Q1,PQ1,W,1,1,3,0,IF_Q1,0
262,6.8,2.679,1.17,103,7.778,0.00217,Q1,PQ1,W,0,2,1,0,IF_Q1,1
46,16.3,2.795,3.027,50,7.784,0.00631,Q1,PQ1,W,0,2,3,0,IF_Q1,1
113,11.0,2.301,1.734,114,7.802,0.01181,Q1,PQ1,W,0,2,3,0,IF_Q1,1
126,10.1,2.202,1.601,90,7.862,0.00508,Q1,PQ1,W,0,2,1,0,IF_Q1,1
129,10.0,2.297,1.548,21,7.985,0.00107,Q1,PQ1,W,0,2,1,2,IF_Q1,1
679,8.2,1.788,1.128,112,8.0,0.01389,Q1,PQ1,W,0,2,1,0,IF_Q1,1
1071,13.0,5.374,3.172,36,8.059,0.00276,Q1,PQ1,W,1,1,3,0,IF_Q1,0
644,10.7,1.862,0.957,60,8.083,0.00647,Q2,PQ1,W,0,2,1,2,IF_Q1,1
100,12.0,2.611,2.192,135,8.139,0.02964,Q1,PQ1,W,0,2,3,0,IF_Q1,1
636,12.4,2.181,1.898,76,8.144,0.00251,Q1,PQ1,W,0,2,3,0,IF_Q1,1
646,10.4,3.253,1.616,71,8.171,0.00598,Q1,PQ1,W,0,2,3,0,IF_Q1,1
631,13.0,2.49,2.735,135,8.182,0.02022,Q1,PQ1,W,0,1,3,0,IF_Q1,1
97,12.1,2.404,2.29,194,8.233,0.04621,Q1,PQ1,W,1,1,3,0,IF_Q1,0
624,15.7,2.321,4.436,224,8.346,0.0498,Q1,PQ1,W,1,1,3,0,IF_Q1,0
115,10.7,2.239,1.589,61,8.489,0.00668,Q1,PQ1,W,0,2,1,0,IF_Q1,1
634,12.6,3.402,2.468,80,8.501,0.04575,Q1,PQ1,W,1,1,3,0,IF_Q1,0
57,15.5,3.089,3.113,218,8.518,0.03053,Q1,PQ1,W,1,1,3,0,IF_Q1,0
37,16.8,5.3,3.906,99,8.591,0.00366,Q1,PQ1,W,1,1,3,0,IF_Q1,0
92,12.2,2.985,2.07,225,8.665,0.03931,Q1,PQ1,W,1,1,3,0,IF_Q1,0
902,14.3,4.79,2.562,49,8.757,0.00258,Q1,PQ1,W,1,1,3,0,IF_Q1,0
625,15.1,3.234,2.768,180,8.934,0.03988,Q1,PQ1,W,1,1,3,0,IF_Q1,0
900,14.9,3.234,2.174,203,8.957,0.05434,Q1,PQ1,W,1,1,3,0,IF_Q1,0
77,13.6,1.912,1.693,92,8.993,0.00518,Q1,PQ1,W,0,2,3,0,IF_Q1,1
910,11.1,2.879,2.201,113,9.011,0.00324,Q1,PQ1,W,0,2,3,0,IF_Q1,1
11,24.6,3.542,5.147,260,9.03,0.03189,Q1,PQ1,W,1,1,0,0,IF_Q1,0
73,13.9,3.067,1.69,78,9.14,0.00912,Q1,PQ1,W,0,2,3,0,IF_Q1,1
155,9.0,7.804,2.372,14,9.194,0.00426,Q1,PQ1,W,1,1,3,0,IF_Q1,0
84,13.1,3.619,2.431,183,9.235,0.01714,Q1,PQ1,W,1,1,3,0,IF_Q1,0
1072,11.4,3.355,2.027,173,9.322,0.00511,Q1,PQ1,W,1,1,3,0,IF_Q1,0
898,15.0,3.439,2.95,80,9.498,0.00581,Q1,PQ1,W,1,1,3,0,IF_Q1,0
630,13.7,2.928,2.111,166,9.551,0.02879,Q1,PQ1,W,1,1,3,0,IF_Q1,0
61,14.9,3.569,2.18,86,9.588,0.00681,Q1,PQ1,W,1,1,3,0,IF_Q1,0
87,13.1,2.808,2.781,154,9.657,0.02002,Q1,PQ1,W,1,1,3,0,IF_Q1,0
14,22.1,5.751,3.594,62,9.809,0.00313,Q1,PQ1,W,1,1,0,0,IF_Q1,0
13,23.3,3.464,1.992,67,9.833,0.0029,Q1,PQ1,W,1,1,3,0,IF_Q1,0
897,16.3,3.648,4.01,130,10.052,0.0041,Q1,PQ1,W,1,1,3,0,IF_Q1,0
26,17.2,3.187,3.134,89,10.066,0.00619,Q1,PQ1,W,1,1,3,0,IF_Q1,0
622,16.0,3.365,2.873,99,10.103,0.00719,Q1,PQ1,W,1,1,3,0,IF_Q1,0
660,9.6,1.693,1.694,33,10.22,0.00106,Q1,PQ1,W,0,2,1,0,IF_Q1,1
29,17.1,2.952,3.848,119,10.238,0.05014,Q1,PQ1,W,1,1,3,0,IF_Q1,0
894,16.4,2.991,2.722,75,10.267,0.00804,Q1,PQ1,W,1,1,3,0,IF_Q1,0
892,22.5,3.082,5.251,189,10.275,0.05683,Q1,PQ1,W,1,1,0,0,IF_Q1,0
22,18.7,3.149,5.053,135,10.294,0.01479,Q1,PQ1,W,1,1,0,0,IF_Q1,0
103,11.7,2.766,2.766,65,10.489,0.00537,Q1,PQ1,W,0,2,3,0,IF_Q1,1
1070,15.5,4.454,3.742,86,10.699,0.00571,Q1,PQ1,W,1,1,3,0,IF_Q1,0
94,12.2,2.263,3.385,47,10.758,0.01316,Q1,PQ1,W,0,2,3,0,IF_Q1,1
65,14.4,4.661,2.592,45,10.835,0.00615,Q1,PQ1,W,1,1,3,0,IF_Q1,0
47,16.2,1.993,1.858,51,10.962,0.00258,Q1,PQ1,W,0,2,3,0,IF_Q1,1
74,13.6,3.485,2.714,77,11.019,0.00565,Q1,PQ1,W,1,1,3,0,IF_Q1,0
619,18.8,3.909,4.045,233,11.037,0.03385,Q1,PQ1,W,1,1,0,0,IF_Q1,0
39,16.4,3.131,4.03,296,11.041,0.07687,Q1,PQ1,W,1,1,0,0,IF_Q1,0
893,16.9,3.448,2.427,108,11.245,0.00698,Q1,PQ1,W,1,1,3,0,IF_Q1,0
617,21.3,3.471,4.333,151,11.648,0.05282,Q1,PQ1,W,1,1,0,0,IF_Q1,0
621,17.6,2.927,3.481,155,11.774,0.02285,Q1,PQ1,W,1,1,3,0,IF_Q1,0
15,21.9,3.143,4.08,202,12.253,0.02189,Q1,PQ1,W,1,1,0,0,IF_Q1,0
628,14.0,2.437,2.967,49,12.256,0.01647,Q1,PQ1,W,1,1,3,0,IF_Q1,0
616,22.0,3.376,6.06,169,12.777,0.01708,Q1,PQ1,W,1,1,0,0,IF_Q1,0
901,14.5,3.168,1.614,59,12.834,0.01056,Q1,PQ1,W,1,1,3,0,IF_Q1,0
17,21.2,3.559,6.32,242,13.081,0.03321,Q1,PQ1,W,1,1,0,0,IF_Q1,0
4,30.5,6.543,3.343,35,13.286,0.00057,Q1,PQ1,W,1,1,0,0,IF_Q1,0
34,16.8,4.168,6.838,201,13.369,0.01735,Q1,PQ1,W,1,1,0,0,IF_Q1,0
55,15.6,4.042,4.172,143,13.828,0.01971,Q1,PQ1,W,1,1,0,0,IF_Q1,0
895,16.3,3.768,3.266,73,13.99,0.00512,Q1,PQ1,W,1,1,3,0,IF_Q1,0
907,11.6,3.293,3.032,121,13.994,0.02026,Q1,PQ1,W,1,1,3,0,IF_Q1,0
164,8.7,3.13,1.673,155,14.05,0.01279,Q1,PQ1,W,1,1,3,0,IF_Q1,0
922,8.7,3.014,1.564,220,14.065,0.01964,Q1,PQ1,W,1,1,3,0,IF_Q1,0
18,20.8,3.306,4.222,221,14.255,0.05097,Q1,PQ1,W,1,1,0,0,IF_Q1,0
889,28.0,7.766,5.09,172,14.324,0.01766,Q1,PQ1,W,1,1,0,0,IF_Q1,0
891,22.6,5.3,4.021,94,14.682,0.00244,Q1,PQ1,W,1,1,0,0,IF_Q1,0
890,25.3,4.366,4.678,296,14.91,0.02691,Q1,PQ1,W,1,1,0,0,IF_Q1,0
1069,21.5,5.339,4.703,191,15.204,0.01295,Q1,PQ1,W,1,1,0,0,IF_Q1,0
640,11.8,3.717,3.326,28,15.357,0.01291,Q1,PQ1,W,1,1,3,0,IF_Q1,0
9,25.7,5.617,6.078,186,16.497,0.01134,Q1,PQ1,W,1,1,0,0,IF_Q1,0
885,28.4,5.032,4.557,120,17.564,0.01682,Q1,PQ1,W,1,1,0,0,IF_Q1,0
6,28.8,5.416,4.584,132,18.958,0.01601,Q1,PQ1,W,1,1,0,0,IF_Q1,0
612,22.0,3.673,4.506,140,19.118,0.0563,Q1,PQ1,W,1,1,0,0,IF_Q1,0
0,36.6,7.338,8.269,377,24.314,0.06637,Q1,PQ1,W,1,1,0,0,IF_Q1,0
41,16.3,6.962,4.602,26,25.898,0.01094,Q1,PQ1,W,1,1,0,0,IF_Q1,0
611,32.1,3.816,5.635,75,29.234,0.02704,Q1,PQ1,W,1,1,0,0,IF_Q1,0
